author,score,verdict,reach_median,likes,retweets,engagement,rel_amp,tweet
YouTube,2,Likely to fizzle,60,986,153,1292.0,0.947,"Sorry, but this eagle is cooler than your frenchie. https://t.co/A79p3RMfrk https://t.co/XpjrZ3IMWP"
cnnbrk,2,Likely to fizzle,60,1272,631,2534.0,1.838,"US economy added 156,000 jobs in December and unemployment rate inched up to 4.7% in last jobs report under Obama. https"
YouTube,2,Likely to fizzle,60,1232,222,1676.0,1.228,Don’t do this. https://t.co/E2bYuW24vY #WednesdayWisdom https://t.co/rR2McLTLv7
Twitter,22,Likely to fizzle,191,1207,625,2457.0,2.342,"Welcome @omidkordestani, our Board’s new Executive Chairman!"
YouTube,3,Likely to fizzle,72,7146,1270,9686.0,7.096,"Why so macabre, #EdgarAllanPug? #ScarePewDiePie https://t.co/fbWsVbgYoM https://t.co/diY4pxrc7S"
instagram,2,Likely to fizzle,60,986,181,1348.0,0.989,“I’m humbled to be in a category with women I admire and adore.” —Golden Globe nominee @HereIsGina 💕 https://t.co/PdY7Er
instagram,2,Likely to fizzle,60,1457,370,2197.0,1.613,"This week, the Eiffel Tower celebrates its 127th Anniversary! https://t.co/HhxVwJy0I7"
cnnbrk,2,Likely to fizzle,60,533,375,1283.0,0.93,Fed fines Goldman Sachs $36 million for leaking confidential documents https://t.co/JwaFHFFxy6 https://t.co/A5HsdRSXLK
instagram,3,Likely to fizzle,68,1083,244,1571.0,1.154,"#WWIM13 is coming up! Register to host an event in your city, and request an Earth Day InstaMeet kit 🌎 https://t.co/envx"
YouTube,2,Likely to fizzle,60,1555,270,2095.0,1.535,It’s #NationalBirdDay so we found this video for your cat → https://t.co/6wpigcjOMQ https://t.co/LPEkgdCvT3
YouTube,7,Likely to fizzle,95,115,9,133.0,0.097,"@JeromeASF Congratulations, Jerome! Nothing like a most viewed day."
YouTube,2,Likely to fizzle,60,1315,298,1911.0,1.4,Downhill ice skating is intense! https://t.co/ZM5tf1jgEO https://t.co/47aLwO74rI
instagram,2,Likely to fizzle,60,1073,220,1513.0,1.111,Featured submissions from this weekend’s hashtag project: #WHPonthego https://t.co/IOLgwzRnJi https://t.co/YR6LP0C6ZS
YouTube,2,Likely to fizzle,60,1299,147,1593.0,1.169,"Pumkin-ier. 
Spicier. 
Latte-ier. 

Drinking the world’s largest PSL → https://t.co/q75rarxAz4 https://t.co/aAaqsruh"
cnnbrk,2,Likely to fizzle,60,1777,1465,4707.0,3.413,"BREAKING: Republicans will retain control of the US House, CNN projects https://t.co/tlDCvOP2TE #CNNElection https://t.c"
instagram,2,Likely to fizzle,60,1542,315,2172.0,1.595,"One couple. 2,800 square feet. 243 hand-painted species of birds. https://t.co/3lAMZyBWmQ"
instagram,2,Likely to fizzle,60,1095,192,1479.0,1.086,A dachshund in Russia gets a boost https://t.co/d7pxPFDjHK
YouTube,2,Likely to fizzle,60,1932,434,2800.0,2.051,Science FTW! https://t.co/CZqloCjHvj https://t.co/rhVDyn2KW1
cnnbrk,2,Likely to fizzle,60,209,281,771.0,0.559,"ISIS claims responsibility for attack on an oil field near northern Iraqi city of Kirkuk, source says. https://t.co/MLY3"
YouTube,2,Likely to fizzle,60,3856,799,5454.0,3.996,.@IISuperwomanII is the hero that #PrankAcademy deserves. https://t.co/K6UHGosWm5
YouTube,6,Likely to fizzle,85,71,9,89.0,0.065,@MKBHD Bless. #voteIRL
Twitter,2,Likely to fizzle,60,217,478,1173.0,1.118,"مجموعة جديدة مقترحة من توتير: ""أصوات مصرية"": نخبة من المشتركين يدلون بآرائهم حول الشأن المصري من داخل مصر و خارجها  http"
cnnbrk,2,Likely to fizzle,60,406,373,1152.0,0.835,"The suspect in the shooting at an Oklahoma City airport has been found dead in a vehicle, police said.… https://t.co/e8x"
YouTube,2,Likely to fizzle,60,1222,307,1836.0,1.345,What happens next will make you glad you're not a reptile. https://t.co/KB6cRLTxcj https://t.co/Arx1V6aF7P
cnnbrk,2,Likely to fizzle,60,757,930,2617.0,1.901,"Evacuations under way near Gatlinburg, Tennessee, as high winds hamper firefighters' efforts to quell wildfires.… https:"
Twitter,2,Likely to fizzle,60,588,202,992.0,0.946,"#TNF is streaming LIVE on Twitter this Thursday! 

Cheer on your favorite team with #Saints50 or #KeepPounding
https:"
Twitter,2,Likely to fizzle,60,1013,280,1573.0,1.5,"Glad we get to ""See You Again"" and again on Twitter! Thanks, @wizkhalifa. #LoveTwitter https://t.co/qfjDM8Tm0k"
YouTube,2,Likely to fizzle,60,4095,1014,6123.0,4.486,Blowing up spray paint with The Slow Mo Guys.💥 💥 💥  https://t.co/IYpOdByvSI https://t.co/hU2ZsDuaM3
cnnbrk,2,Likely to fizzle,60,969,579,2127.0,1.542,Japanese PM Shinzo Abe will become the country’s first leader to visit Pearl Harbor. https://t.co/34ZIdNzwRW
instagram,2,Likely to fizzle,60,1084,183,1450.0,1.065,"Get carried away with horses from around the world, now featured on Explore https://t.co/IuVPuCTsBG"
YouTube,2,Likely to fizzle,60,1332,304,1940.0,1.421,Ken Block’s chain hits his chest when he’s banging on the dashboard. https://t.co/XxVt83ROjD #Gymkhana8 https://t.co/rNO
Twitter,3,Likely to fizzle,65,1323,578,2479.0,2.363,"Thanks to @NASA, our #TravelTuesday bucket list just got a little longer. 🚀 https://t.co/lklwi0ZQBb"
YouTube,5,Likely to fizzle,82,2852,511,3874.0,2.838,Have you seen @at2ui's special @Snapchat filter in the US? @IISuperwomanII definitely has. Post yours too! https://t.co/
YouTube,11,Likely to fizzle,107,52,10,72.0,0.053,@DaniCim Favorited!
cnnbrk,2,Likely to fizzle,60,321,132,585.0,0.424,"Donald Trump defends calling Hillary Clinton a ""bigot"" https://t.co/vXyewdSrA3"
YouTube,2,Likely to fizzle,60,2078,390,2858.0,2.094,"YAAAAAAAAAAAAAAAAAAAAS, @Mike_Senatore https://t.co/EDdnrjD0gu #YouTubeRewind https://t.co/MuXDkqhZmB"
YouTube,6,Likely to fizzle,89,1608,202,2012.0,1.474,Well what is it then? https://t.co/96XexIH95s https://t.co/qQfxNJiDkZ
cnnbrk,2,Likely to fizzle,60,246,166,578.0,0.419,Israel Defense Forces identifies 4 soldiers killed in Sunday's Jerusalem truck attack. https://t.co/YiUepD1BLx https://t
cnnbrk,2,Likely to fizzle,60,947,1144,3235.0,2.346,Cousin of NBA star Dwyane Wade was killed in crossfire in Chicago while walking to school to register her children. http
Twitter,2,Likely to fizzle,60,298,55,408.0,0.389,"@Chionus Thanks Marti, have a great day! #LoveTwitter https://t.co/8kW081wOtM"
YouTube,22,Likely to fizzle,201,459,47,553.0,0.405,"@johngreen Sir, you are just too kind. Tears of gratitude flood the YouTube office. Thanks John!"
YouTube,3,Likely to fizzle,71,1447,258,1963.0,1.438,[LIVE] Day 2 of our #EDC20 livestream starts now. Let’s dance! https://t.co/XaQ3HPwU6Q https://t.co/rtl7YBOhvf
cnnbrk,2,Likely to fizzle,60,880,624,2128.0,1.543,"Boko Haram militants handed over 21 missing Chibok schoolgirls to Nigerian government, source says.… https://t.co/PfYu2f"
YouTube,6,Likely to fizzle,84,17,5,27.0,0.02,@Dissimulato 🌀🌀🌀🌀
instagram,2,Likely to fizzle,60,546,86,718.0,0.527,Louis Mendes stands out in NYC’s streets #WHPlocallegends https://t.co/omwQvmxesi
Twitter,2,Likely to fizzle,60,831,243,1317.0,1.255,"Your favorite events, right in your timeline! Follow a Moment for live updates from #Rio2016 https://t.co/IqXfQwA1ll
ht"
Twitter,3,Likely to fizzle,71,59,31,121.0,0.115,"@MekanSSJ As the ancient proverb goes:

A phone does not Tweet if a phone does not charge.

...Or something like tha"
instagram,2,Likely to fizzle,60,579,105,789.0,0.579,".@tom_sachs’ art takes us to Europa, Jupiter’s icy moon 🚀
https://t.co/ylUbjMeBUY https://t.co/weXMBktObE"
cnnbrk,2,Likely to fizzle,60,196,203,602.0,0.437,"Explosion near Coptic church in Cairo kills at least 5 people and injures 10, local media say.… https://t.co/PE11M9W8hU"
Twitter,4,Likely to fizzle,76,30,12,54.0,0.051,@rwkeys It's never too late! Perhaps you will find this list interesting &gt; http://t.co/XInweDg
Twitter,2,Likely to fizzle,60,561,157,875.0,0.833,¡Bienvenido! Twitter Moments is now live in Mexico! ⚡️ https://t.co/pD9hZWqAkk
Twitter,4,Likely to fizzle,70,1587,524,2635.0,2.512,Now live: 74 new #Stickers to use and explore on Twitter! What's your favorite? We're pretty stuck on these. ⬇️ https://
YouTube,2,Likely to fizzle,60,1329,188,1705.0,1.249,"A classic tale of unrequited love, ghosts, and @TPAIN.
@smosh’s movie #Ghostmates drops 12/14 →… https://t.co/4Y9Nh2a5b"
Twitter,2,Likely to fizzle,60,999,257,1513.0,1.442,"It's all happening! ✨

Get ready to share your reactions this Sunday as the #GoldenGlobes Red Carpet streams LIVE o… h"
cnnbrk,2,Likely to fizzle,60,262,312,886.0,0.642,"BBs, ball bearings appeared to be packed into both pressure cooker bombs in NY, law enforcement official says. https://t"
cnnbrk,2,Likely to fizzle,60,2005,1137,4279.0,3.103,"Mexico says if Trump hits them with a ""major border tax"" they will take ""fiscal action that clearly neutralizes it""… htt"
Twitter,2,Likely to fizzle,60,428,467,1362.0,1.298,In which we @twitter give #Thanks - https://t.co/wmYkIu1j2V - for you and yours.
YouTube,13,Likely to fizzle,107,24,5,34.0,0.025,"@RichardWiseman We bet you appreciate it. Sorry, we couldn't resist... 😛"
Twitter,6,Likely to fizzle,84,280,424,1128.0,1.075,"Thanks, @Bing! We think it's great that people can tap directly into @twitter from @Bing to get up-to-the-minute informa"
cnnbrk,2,Likely to fizzle,60,208,105,418.0,0.303,Sec. of Defense Ash Carter makes unannounced visit to Afghanistan as Obama plans handoff of 15-year war.… https://t.co/9
instagram,2,Likely to fizzle,60,926,186,1298.0,0.953,Exploring the wild watercolors of artist @staceyrozich https://t.co/zpZ9BBCNM6
cnnbrk,2,Likely to fizzle,60,556,1050,2656.0,1.927,"At least 29 people hurt in NYC explosion; 24 of them have been hospitalized, officials say. https://t.co/LNAJBK7PjT http"
cnnbrk,2,Likely to fizzle,60,577,469,1515.0,1.099,Jurors have reached a verdict in the penalty phase of the trial of convicted Charleston church shooter Dylann Roof. http
YouTube,2,Likely to fizzle,60,5290,2405,10100.0,7.399,.@Rubiu5 loves to werk werk werk werk. https://t.co/EDdnrjD0gu #YouTubeRewind https://t.co/1jytPa6QES
YouTube,2,Likely to fizzle,60,1527,258,2043.0,1.497,We ❤ @TapeFaceBoy. https://t.co/bDVWLvcQbW https://t.co/faZhx2OxEw
Twitter,2,Likely to fizzle,60,425,175,775.0,0.739,The first pitch of the @MLB #WorldSeries is in 1 hour! See how teams &amp; fans are getting pumped for the big game: htt
YouTube,5,Likely to fizzle,82,96,3,102.0,0.075,@EvanEdinger 😸😸😸
instagram,2,Likely to fizzle,60,2524,634,3792.0,2.784,A colorful Japanese character a day with Mika Yamada https://t.co/WvK0N3jkmE https://t.co/9LAy4AKMmF
Twitter,2,Likely to fizzle,60,1281,959,3199.0,3.05,"Long DM's for all! The update is now available to everyone. Take it from @dschwen, don't hold back. http://t.co/PQgxQxnF"
YouTube,2,Likely to fizzle,60,2139,611,3361.0,2.462,"🐈 
🐈 

Best Friends Furever. https://t.co/bc6Sbjo1jy https://t.co/Wzqq9Tobeo"
YouTube,2,Likely to fizzle,66,1000,160,1320.0,0.967,"When you play the game of thrones, you bark or you meow. https://t.co/rllfMF9Tdr https://t.co/ZwzF6GwAcj"
instagram,2,Likely to fizzle,60,1794,437,2668.0,1.959,#WeeklyFluff https://t.co/vBELnuZnQ7
cnnbrk,2,Likely to fizzle,60,206,195,596.0,0.432,"Heavy rains triggered flooding, landslides in China this week, leaving at least 72 people dead, authorities say. https:/"
cnnbrk,2,Likely to fizzle,60,249,132,513.0,0.372,"University of Minnesota football team agrees to play in the Holiday Bowl after threatening to skip it, team says. https:"
Twitter,9,Likely to fizzle,105,62,130,322.0,0.307,#AskEv your questions about #newTwitter. He's going to start responding from his personal account (@ev) now!
cnnbrk,2,Likely to fizzle,60,1033,1421,3875.0,2.812,"Man shot in leg by North Miami Police was lying down with hands up, lawyer says. https://t.co/ZitlTQC0YJ https://t.co/9E"
instagram,6,Likely to fizzle,84,847,189,1225.0,0.899,Surfing in Munich? Why not https://t.co/s3mJ6oFx7a
YouTube,2,Likely to fizzle,60,1515,260,2035.0,1.491,We’ll believe that when pigs surf. Wait. https://t.co/ap4wfYnrko https://t.co/tTzWn98iTf
cnnbrk,2,Likely to fizzle,60,3093,2038,7169.0,5.199,'Sickened': Paul Ryan announces Donald Trump won't attend GOP event after news of nominee's lewd comments surfaced. http
instagram,2,Likely to fizzle,60,1438,299,2036.0,1.495,Painting pop culture with @heatherfuture https://t.co/T69J7npeyf https://t.co/93hUump4VB
Twitter,41,Limited spread,377,14,3,20.0,0.019,@Magic20099 Couldn’t agree more. His work will live on forever.
Twitter,2,Likely to fizzle,60,2402,2399,7200.0,6.864,"Starting today you can choose to try our new feature, so you'll never miss important Tweets from people you follow: http"
YouTube,7,Likely to fizzle,87,531,78,687.0,0.503,Can you guess these objects before the zoom-out? https://t.co/fzCBtICgtZ https://t.co/JbVIaOJZDM
cnnbrk,2,Likely to fizzle,60,379,339,1057.0,0.766,"Fox News chief Roger Ailes leaves network after harassment allegations. Rupert Murdoch now CEO, company says https://t.c"
YouTube,6,Likely to fizzle,85,381,48,477.0,0.349,@rhettandlink We're a little concerned about you two.
instagram,2,Likely to fizzle,60,574,132,838.0,0.615,"Summer, freedom and fresh Georgia goodness with @ThePeachTruck  https://t.co/3tVkWHmw8j"
instagram,2,Likely to fizzle,60,880,182,1244.0,0.913,"At the #MetGala, Gordon von Steiner created futuristic video portraits https://t.co/6XUWxP4MUc"
Twitter,2,Likely to fizzle,60,870,190,1250.0,1.192,"The perfect start to the weekend.

Catch the recap from last night’s #NYGvsPHI live stream.👇 https://t.co/vtoZBDEeLF"
cnnbrk,2,Likely to fizzle,60,583,442,1467.0,1.064,"Bob Dylan will not travel to Sweden to receive his Nobel Prize for Literature, the Swedish Academy says. https://t.co/Ru"
cnnbrk,3,Likely to fizzle,69,363,240,843.0,0.611,"Seven arrested after breaching perimeter fence at DNC, Secret Service says. https://t.co/Tj7b0BAKBS"
YouTube,2,Likely to fizzle,60,1229,248,1725.0,1.266,"|
\🐐
\
|🐐 🐐 
\
Goats on a vertical dam → https://t.co/sZiZLp2MRS https://t.co/PFxGBCVUf9"
cnnbrk,2,Likely to fizzle,60,412,370,1152.0,0.835,"For the first time, Trump said he believes Russia was behind the hacking before the election. https://t.co/xRsP634FFg"
Twitter,2,Likely to fizzle,60,78,118,314.0,0.298,Discover baseball through the lens of Twitter. http://t.co/lbHhaZP
YouTube,22,Likely to fizzle,198,65,1,67.0,0.049,@stacysays We're so excited you could make it! Thanks for being there!
Twitter,2,Likely to fizzle,60,139,503,1145.0,1.092,Twitter for Android – Now with Push Notifications and Multiple Accounts http://t.co/032yV6f
instagram,2,Likely to fizzle,60,933,198,1329.0,0.975,Chronicling life in Argentina’s countryside with Emiliano Martínez https://t.co/NeO4laCqAX
Twitter,2,Likely to fizzle,60,150,239,628.0,0.599,Does your school use Twitter in a cool way? @Stanford tops the list of most influential colleges according to @Klout htt
cnnbrk,2,Likely to fizzle,60,746,482,1710.0,1.24,The Daily Mail retracts story hours after Melania Trump files $150M libel lawsuit. https://t.co/XoBdsA8f6l https://t.co/
Twitter,2,Likely to fizzle,60,28,31,90.0,0.086,Investigating reports of duplicate SMS delivery http://bit.ly/7q12fb
cnnbrk,2,Likely to fizzle,60,1127,952,3031.0,2.198,"US pledges $38B in aid to Israel, the largest military aid package in US history https://t.co/G4eWiSDg0U https://t.co/5X"
Twitter,14,Likely to fizzle,127,106,148,402.0,0.383,Tomorrow night on @FoxNews - here's how to follow and tweet about the debate: http://t.co/p2Yi7pLt
instagram,2,Likely to fizzle,60,1167,227,1621.0,1.19,The runway is reinterpreted by these fashionable palettes (via @Dazed) https://t.co/NTmUcK7dKL
YouTube,5,Likely to fizzle,73,1942,453,2848.0,2.086,Is this how Batman v. Superman should have ended? https://t.co/7aSonj4NDa https://t.co/PDqS1o0YMx
Twitter,2,Likely to fizzle,60,22730,9716,42162.0,40.193,"""Don't cry because it's over, smile because it happened.” – Dr. Seuss https://t.co/Bs6Vos5mnX"
cnnbrk,2,Likely to fizzle,60,7285,4282,15849.0,11.493,"OLYMPICS: US becomes 1st nation to win 1,000 gold medals, according to USOC. https://t.co/rMN7pUyzn2 https://t.co/Nw6w9A"
cnnbrk,2,Likely to fizzle,60,941,714,2369.0,1.718,"Donald Trump refuses to say he would accept the result of the election: ""I will look at it at the time.""  https://t.co/e"
YouTube,4,Likely to fizzle,78,1364,226,1816.0,1.332,Waffles … put it on the pizza! Syrup? Uhhhh … put it on the pizza. https://t.co/uZqjCcSw7W https://t.co/sgfCMjzSrp
instagram,2,Likely to fizzle,60,1110,191,1492.0,1.096,Hitch a ride on a morning like this #WHPfirstlight https://t.co/YMo9oWCdbP
Twitter,2,Likely to fizzle,60,113,288,689.0,0.656,Tweet your questions for the White House's first @townhall this week. Use #AskObama and tune in July 6th at 2 PM ET at h
cnnbrk,2,Likely to fizzle,60,461,358,1177.0,0.853,Recipient of world's first face transplant dies at 49 https://t.co/oUgTvG3gWO https://t.co/FeQYbCYSbX
instagram,3,Likely to fizzle,69,994,252,1498.0,1.1,"This week, the Thai new year is celebrated with water festivals. Happy #Songkran! https://t.co/6Q2JFm3Anv"
YouTube,8,Likely to fizzle,97,50,1,52.0,0.038,@tweetsauce 🤔📦
Twitter,2,Likely to fizzle,60,105,176,457.0,0.436,Following @NASA: Learn the moonwalk http://t.co/HsC1hRE
Twitter,8,Likely to fizzle,97,96,267,630.0,0.601,Follow @gov to keep tabs on how #Election2012 plays out on @Twitter - the latest updates are there.
Twitter,17,Likely to fizzle,148,5925,3987,13899.0,13.25,"In a world where you can be anything, be kind. #WorldKindnessDay"
cnnbrk,2,Likely to fizzle,60,252,365,982.0,0.712,"Austin Police say there are ""separate shootings within the same area. Both scenes are secure at this time."" https://t.co"
instagram,2,Likely to fizzle,60,1990,456,2902.0,2.131,Featured submissions from this weekend’s hashtag project: #WHPLocalLens https://t.co/7OHC7XGyUX https://t.co/NlrKoVSCb0
Twitter,2,Likely to fizzle,60,45,147,339.0,0.323,Life would be #hardwithoutshoes. Surrender them today with @TOMSshoes to raise awareness for Barefoot Day!  http://flic.
instagram,2,Likely to fizzle,60,569,92,753.0,0.552,Photographing nostalgia with @fotografe https://t.co/uKCAdeqB1J
instagram,2,Likely to fizzle,60,540,98,736.0,0.54,"Our #BoomerangOfTheWeek = extreme 🥄🥄🥄 
https://t.co/vTVHeN6hNd"
instagram,2,Likely to fizzle,60,694,133,960.0,0.704,"A note of happiness and thanks, every day of the year #WHPresolutions
https://t.co/qxRWU7qxxU"
Twitter,2,Likely to fizzle,60,1361,490,2341.0,2.232,"Glad your brother is ok, @security_craig!

""The internet is amazing because people are amazing."" -@security_will https"
instagram,2,Likely to fizzle,60,999,247,1493.0,1.097,The sports world remembers 2 legendary coaches today #RIPPatSummitt #RIPBuddyRyan https://t.co/fxpameSDmZ
instagram,2,Likely to fizzle,60,1236,317,1870.0,1.373,"#DailyFluff
https://t.co/6fO5MhgPdN 🐾 https://t.co/m5CIHvxC6W"
YouTube,65,Has legs,664,10,5,20.0,0.015,@hootsuite @sabinaDeelight We agree! And @YTCreators is always a good resource.
YouTube,2,Likely to fizzle,60,931,117,1165.0,0.853,"Ok, we’re going to have to slow this one down. 

99 hand claps in 10 seconds →https://t.co/5Pf3g7DALr https://t.co/12I"
Twitter,2,Likely to fizzle,60,285,611,1507.0,1.437,"Just released an update to our mobile apps - includes improvements to search, autocomplete, and more. http://t.co/8PQyRH"
instagram,2,Likely to fizzle,60,847,196,1239.0,0.909,"Rock on, dads. #FathersDay 🎸  (via @AUXTV) https://t.co/NTDYMFG9sa"
cnnbrk,2,Likely to fizzle,60,271,128,527.0,0.382,President of historically black Talladega College is yet to decide if marching band will perform in inaugural parad… htt
YouTube,2,Likely to fizzle,65,4348,1029,6406.0,4.693,75 impressive impressions from @Joe_Sugg → https://t.co/swQuJvGngY https://t.co/sqCSHWWCsd
Twitter,6,Likely to fizzle,82,25,9,43.0,0.041,"@saimah_h @ShaunCampos Thanks for your question, Saimah! Links will be included, but attaching media will not count towa"
Twitter,9,Likely to fizzle,110,109,113,335.0,0.319,Funny: tweesp.com can channel your friend's Tweets to tell what they want from @Amazon using Tweet Telepathy.
Twitter,2,Likely to fizzle,60,1124,261,1646.0,1.569,"Congratulations, @MsFastTwitch! #TweetGoals 🏅 https://t.co/2VqjpmvuSh"
Twitter,2,Likely to fizzle,60,39,20,79.0,0.075,@Katie_Ferrell @MarkTaylorNBC4 This is what dreams are made of. https://t.co/a7ywHIITbE
YouTube,2,Likely to fizzle,60,1110,182,1474.0,1.08,"Hi, Sophia! https://t.co/sBCipdlUU5 https://t.co/ZmoKru0Jls"
YouTube,5,Likely to fizzle,86,341,47,435.0,0.319,@ConnorFranta @JKCorden A flawless Carpool Karaoke: #YouTubeRewind edition [✔︎]
YouTube,2,Likely to fizzle,60,591,83,757.0,0.555,"Tweet your creepiest videos with the hashtag #BOOTube and we’ll RT our faves.
But first … let us take a selfie.… https:"
Twitter,2,Likely to fizzle,60,994,141,1276.0,1.216,@dog_rates Awesome Tweet! 12/10. Would Retweet. #LoveTwitter https://t.co/j6FQGhxYuN
instagram,2,Likely to fizzle,60,556,106,768.0,0.563,A trio of friends with pies for eyes celebrating #WWIM14🍴 in Indonesia https://t.co/DZSH40mc87
YouTube,2,Likely to fizzle,60,3465,910,5285.0,3.872,.@Sup3rfruit + @marylambertsing + @brianjustincrum + @heyitsmariojose = ✨ RISE ✨ https://t.co/Bh7dQJM1nC https://t.co/Cy
instagram,2,Likely to fizzle,60,717,146,1009.0,0.74,"Participate in this weekend’s hashtag project: #WHPfamilyfeast
https://t.co/envGv330WQ https://t.co/cHYkWDZctx"
cnnbrk,2,Likely to fizzle,60,316,529,1374.0,0.996,"Total of 6 people have been confirmed killed in 6.2-magnitude quake that hit central Italy, CNN affiliate RAI says. http"
instagram,2,Likely to fizzle,60,1790,379,2548.0,1.871,Embracing adventure and taking chances with photographer Aujin Rew https://t.co/l3LBv9qI0N https://t.co/NTu4vOcayK
Twitter,9,Likely to fizzle,104,889,373,1635.0,1.559,"#CES2017 is streaming LIVE on Twitter this week with the @verge!
https://t.co/Xc5bLIuE8L"
cnnbrk,2,Likely to fizzle,60,3332,1368,6068.0,4.4,"Trump is ""insecure enough that he pumps himself up by putting other people down,"" Obama says. https://t.co/dnRxnXbJIq"
instagram,2,Likely to fizzle,60,735,122,979.0,0.718,Staying on target with Olympic archer Marcus D’Almeida 🎯  https://t.co/UqdolyMc0s
cnnbrk,2,Likely to fizzle,60,752,1190,3132.0,2.273,"2nd device found near area of New York explosion appears to be a pressure cooker with wires, officials say.  https://t.c"
Twitter,2,Likely to fizzle,60,136,45,226.0,0.215,@AlexiDrucker When is it time for presents? 😺 #LoveTwitter https://t.co/QADLSSnNX2
YouTube,2,Likely to fizzle,60,2973,1377,5727.0,4.196,.@BABYMETAL_JAPAN are back and they’re dancing with demons. https://t.co/a6oNdJ0zBW https://t.co/8OcpusPvj6
YouTube,24,Likely to fizzle,218,80,6,92.0,0.067,@GloZell @kandeejohnson @Awestruck 😱 It’s a whole new you!
YouTube,50,Has legs,519,22,4,30.0,0.022,@OliviaHas2Moms Confidence and love is exactly what you need! #ProudToBe
